"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"id"
1000915|"Ole Schmidt"|"Dansk Venture- og Kapitalfondsforening - DVCA (Skatteudvalget)"|""|"Ole Schmidt, partner Accura Tax"|2683
1000965|"Ole Schou Mortensen"|"Dansk Energi – Net (bestyrelse)"|""|"Ole Schou Mortensen, ØSTKRAFT Net A/S, medlem"|2684
1000836|"Ole Schrøder"|"Byggesocietetet (Københavnsudvalget )"|""|"Ole Schrøder, TredjeNatur"|2685
1001032|"Ole Siversten"|"Danske Speditører (Fagudvalg Luftfragt)"|""|"Ole Siversten, DHL Global Forwarding (Denmark) A/S"|2686
1000691|"Ole Sloth"|"Danske Dagblades Forening (Distributions- og bladsalgsudvalget)"|""|"Ole Sloth, Bladsalgsdirektør, medlem"|2687
1000910|"Ole Steen Andersen"|"Dansk Venture- og Kapitalfondsforening - DVCA (bestyrelse)"|"Formand"|"Ole Steen Andersen, (formand) Direktør, Slotsbakken Holding ApS,"|2688
1001021|"Ole Stenkil"|"IT-Brancheforeningen (Teleudvalget)"|""|"Ole Stenkil, Teliasonera Danmark A/S  ole.stenkil@teliasonera.com"|2689
1000835|"Ole Stilling"|"Byggesocietetet (Miljøudvalget )"|""|"Ole Stilling, COWI A/s"|2690
1000833|"Ole Teilmann"|"Byggesocietetet (By- og planudvalget )"|""|"Ole Teilmann, Skanska Øresund A/S"|2691
1001045|"Ole Texel"|"Dansk Vand- og Spildevandsforening (DANVA) (Vandforsyningskomité)"|""|"Ole Texel, Horsens Vand A/S"|2692
1000153|"Ole Thøgersen"|"Danske Slagtermestre, DSM (Bestyrelse)"|""|"Ole Thøgersen, Bestyrelsesmedlem"|2693
1000137|"Ole Vrangbæk Olsen"|"DI (Udvalg for Skattepolitik)"|""|"Ole Vrangbæk Olsen Økonomidirektør IBM Danmark ApS"|2694
1001050|"Ole Wehlast"|"AE - Arbejderbevægelsens Erhvervsråd (bestyrelse)"|""|"Ole Wehlast, NNF (www.nnf.dk)"|2695
1001051|"Ole Wehlast"|"AE - Arbejderbevægelsens Erhvervsråd (Rådet)"|""|"Ole Wehlast, NNF (www.nnf.dk)"|2695
1001078|"Ole Wiil"|"Foreningen af Vandværker i Danmark (FVD) (landsbestyrelse)"|"Formand"|"Ole Wiil, Landsformand Region Syd"|2696
1001079|"Ole Wiil"|"Foreningen af Vandværker i Danmark (FVD) (ledelse)"|""|"Ole Wiil, Landsformand"|2696
1000805|"Olli Antniemi"|"Dansk Slagtefjerkræ (bestyrelse)"|""|"Olli Antniemi, Direktør"|2697
1000971|"Oluf Sørensen"|"Dansk Akvakultur (bestyrelse)"|""|"Oluf Sørensen,"|2698
1000974|"Oluf Sørensen"|"Dansk Akvakultur (Ål)"|"Formand"|"Oluf Sørensen, Formand,"|2698
1000140|"Orla Hansen"|"DI (Udvalg for Transport og infrastruktur)"|""|"Orla Hansen Direktør DSV Road A/S"|2699
1000930|"Otto B. Christiansen"|"International Chamber of Commerce Denmark (ICC-Denmark) (marketingsudvalg)"|""|"Otto B. Christiansen, Direktør Dansk Annoncør Forening"|2700
1000137|"Otto Ekmann"|"DI (Udvalg for Skattepolitik)"|""|"Otto Ekmann Økonomichef Sjørring Maskinfabrik A/S"|2701
1000908|"Otto Spliid"|"Dansk Travsports Centralforbund (bestyrelse)"|"Næstformand"|"Otto Spliid, (næstformand)"|2702
1000818|"Ove Andersen"|"Dansk Ejendomsmæglerforening (medlemsråd)"|""|"Ove Andersen, 5. kreds"|2703
1001060|"Ove Jensen"|"Danmarks Automobilforhandler Forening (bestyrelse)"|""|"Ove Jensen, Direktør Ove Jensen Biler"|2704
1000702|"Ove Kloch"|"Hedeselskabet (bestyrelse)"|"Adm. Direktør"|"Ove Kloch, Adm. direktør, CEO"|2705
1000787|"Ove Kloch"|"Danmarks Kartoffel Råd"|""|"Ove Kloch, Hedeselskabet, Administrerende direktør"|2705
1000893|"Ove Leegaard"|"Dansk Håndbold Forbund (Uddannelsesudvalg, bredde)"|""|"Ove Leegaard, Sdr. Møllevej 2, Rakkeby, 7960 Karby"|2706
1000827|"Ove Møller"|"Byggesocietetet (Netværksgruppe4 i Aalborg)"|""|"Ove Møller, Frandsen & Søndergaard, Rådg. Ing."|2707
1000157|"Ove Thejls"|"Slagteriernes Arbejdsgiverforeninger (Bestyrelse)"|""|"Ove Thejls Adm. direktør Tican Fresh Meat A/S"|2708
1000843|"Ove Thejls"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|""|"Ove Thejls,, Tican"|2708
1000159|"Ove Vestergaard"|"Finanssektorens Arbejdsgiverforening (Repræsentantskab)"|""|"Ordf. direktør Ove Vestergaard Bankdata"|2709
1001068|"P.R. Meurs-Gerken"|"Dansk-Fransk Handelsunion (bestyrelse)"|"Generalsekretær"|"P.R. Meurs-Gerken, Secrétaire Général, Advokat - Advokaterne Amaliegade No 42"|2710
1000719|"Palle Adamsen"|"Bygherreforeningen (bestyrelse)"|""|"Palle Adamsen, direktør Lejerbo"|2711
1000140|"Palle Beck Thomsen"|"DI (Udvalg for Transport og infrastruktur)"|""|"Palle Beck Thomsen Adm. direktør Atkins Danmark A/S"|2712
1000801|"Palle Broman"|"Børsmæglerforeningen (Obligationsudvalget )"|""|"Palle Broman, Afdelingsdirektør Jyske Bank"|2713
1001078|"Palle Christensen"|"Foreningen af Vandværker i Danmark (FVD) (landsbestyrelse)"|""|"Palle Christensen, Region Fyn"|2714
1000832|"Palle Gyldenløve"|"Byggesocietetet (Bygherreudvalget )"|""|"Palle Gyldenløve, Nordea Ejendomme A/S"|2715
1000709|"Palle Hurwitz"|"Danske Arkitektvirksomheder (Aftaleudvalget)"|""|"Palle Hurwitz, Friis & Moltke"|2716
1000117|"Palle Juliussen"|"DI (Udvalg for arbejdsmarkedspolitik)"|""|"Palle Juliussen Direktør Post Danmark A/S"|2717
1000826|"Palle Juul Larsen"|"Byggesocietetet (Netværksgruppe3 i København)"|""|"Palle Juul Larsen, Format arkitekter as"|2718
1000782|"Palle Kjærsgaard"|"Maskinleverandørerne - Vej, Park & Anlæg (Bestyrelsen for Entreprenørsektionen)"|""|"Palle Kjærsgaard, Direktør SD Kjærsgaard A/S"|2719
1000113|"Palle Kristiansen"|"Grafisk Arbejdsgiverforening (Repræsentantskab)"|""|"Adm. direktør Palle Kristiansen Als Offset Augustenborg ApS, Augustenborg"|2720
1000117|"Palle Kruse"|"DI (Udvalg for arbejdsmarkedspolitik)"|""|"Palle Kruse Senior Vice President Danfoss A/S"|2721
1001069|"Palle Nimb"|"Danish Seafood Association (bestyrelse)"|""|"Palle Nimb, A. Espersen A/S"|2722
1000108|"Palle Rosendahl"|"Dansk Arbejdsgiverforening (DA) (Bestyrelse)"|""|"Adm. direktør Palle Rosendahl Rosendahls A/S print design media"|2723
1000109|"Palle Rosendahl"|"Dansk Arbejdsgiverforening (DA) (Forretningsudvalg)"|""|"Adm. direktør Palle Rosendahl Rosendahls A/S print design media"|2723
1000114|"Palle Rosendahl"|"Grafisk Arbejdsgiverforening (Bestyrelse)"|"Formand"|"Palle Rosendahl Rosendahls A/S print design media Esbjerg"|2723
1001081|"Palle Smed"|"Danske Specialmedier (Distributionsudvalg)"|""|"Palle Smed,"|2724
1000833|"Paul Børling"|"Byggesocietetet (By- og planudvalget )"|""|"Paul Børling, BØRLING rådgivning og formidlilng a"|2725
1000711|"Paul K. Jeppesen"|"Danske Arkitektvirksomheder (Forsikringsudvalget)"|""|"Paul K. Jeppesen, DANSKE ARK, Udvalgssekretær"|2726
1001047|"Paul Kristian Thomsen"|"Dansk Vand- og Spildevandsforening (DANVA) (Spildevandskomité)"|""|"Paul Kristian Thomsen, Aarhus Vand"|2727
1000961|"Paul Mollerup"|"Danske Advokater (bestyrelse)"|"Direktør"|"Paul Mollerup, Adm. direktør"|2728
1000921|"Paul Neale"|"Danske Kæder (bestyrelse)"|""|"Paul Neale, (kommitteret)"|2729
1000787|"Paul Nissen"|"Danmarks Kartoffel Råd"|""|"Paul Nissen, Albani Fonden, Direktør"|2730
1000703|"Peder B. Corneliussen"|"Hedeselskabet (repræsentantskabet)"|""|"Peder B. Corneliussen, Region Syddanmark"|2731
1000882|"Peder Bisgaard"|"Dansk Firmaidrætsforbund (forbundsstyrelse)"|"Formand"|"Peder Bisgaard, Formand"|2732
1000810|"Peder Bøgebjerg"|"Lif - Lægemiddelindustriforeningen (bestyrelse)"|"Direktør"|"Peder Bøgebjerg, direktør"|2733
1001042|"Peder Hvejsel"|"Dansk Vand- og Spildevandsforening (DANVA) (bestyrelse)"|""|"Peder Hvejsel, TRE-FOR, Fredericia Spildevand"|2734
1001052|"Peder Kallerup"|"Centralforeningen af Autoreparatører i Danmark (CAD) (hovedbestyrelse)"|""|"Peder Kallerup, peka@autotek.dk 9782 0213 Hovedbestyrelsesmedlem"|2735
1000965|"Peder Kjeldgaard"|"Dansk Energi – Net (bestyrelse)"|""|"Peder Kjeldgaard, Nord Energi A.m.b.a., medlem"|2736
1000101|"Peder Overgaard"|"Kristelig Arbejdsgiverforening (Hovedbestyrelse)"|""|"Peder Overgaard G.P. Holding ApS"|2737
1000788|"Peder Philipp"|"Dansk Kvæg (bestyrelse)"|"Formand"|"Peder Philipp, Formand, Kødbranchens Fællesråd"|2738
1000842|"Peder Philipp"|"Landbrug & Fødevarer (Primaer-bestyrelse)"|""|"Peder Philipp,"|2738
1000843|"Peder Philipp"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|""|"Peder Philipp,, Danish Crown"|2738
1000993|"Peder Philipp"|"Kødbranchens Fællesråd (bestyrelse)"|"Næstformand"|"Peder Philipp , Danish Crown, Næstformand"|2738
1000893|"Peder Rasmussen"|"Dansk Håndbold Forbund (Uddannelsesudvalg, bredde)"|""|"Peder Rasmussen , Helletoften 15, 3.th, 5800 Nyborg"|2739
1000818|"Peder Riishøj"|"Dansk Ejendomsmæglerforening (medlemsråd)"|""|"Peder Riishøj, 7. kreds"|2740
1000934|"Peder Skov"|"Jobrådgivernes Brancheforening (bestyrelse)"|""|"Peder Skov, Markman (kasserer)"|2741
1000939|"Peder Skov"|"Jobrådgivernes Brancheforening (kommunikationsudvalget)"|""|"Peder Skov, Markman"|2741
1000843|"Peder Tuborgh"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|""|"Peder Tuborgh,, Arla Foods"|2742
1000124|"Peder Østermark Andreasen"|"DI (Udvalg for Energi- og Klimapolitik)"|""|"Peder Østermark Andreasen Adm. direktør Energinet.dk"|2743
1000134|"Peer C. Krogh"|"DI (Udvalg for Offentlig-privat samspil)"|""|"Peer C. Krogh Koncernchef Forenede Service A/S"|2744
1000118|"Peer Leth"|"DI (Udvalg for byggepolitik)"|""|"Peer Leth Adm. direktør Troldtekt A/S"|2745
1000745|"Peer Nielsen"|"Dansk Renseri Forening (bestyrelse)"|""|"Peer Nielsen, FORMAND"|2746
1000746|"Peer Nielsen"|"Dansk Renseri Forening (Miljøudvalg)"|""|"Peer Nielsen, Udvalgsmedlem"|2746
1000117|"Peer Schaumburg-Müller"|"DI (Udvalg for arbejdsmarkedspolitik)"|""|"Peer Schaumburg-Müller Vicedirektør TDC A/S"|2747
1000824|"Peer Teglgaard Jeppesen"|"Byggesocietetet (Netværksgruppe1 i København)"|""|"Peer Teglgaard Jeppesen, Henning Larsen Arkitekter A/S"|2748
1000103|"Pejter Søndergaard"|"Sammenslutningen af Landbrugets Arbejdsgiverforeninger (SALA) (Bestyrelse og direkton)"|"Formand"|"Formand for Mejeribrugets Arbejdsgiverforening"|2749
1000106|"Pejter Søndergaard"|"Mejeribrugets Arbejdsgiverforening (Bestyrelse)"|"Formand"|"Gårdejer Pejter Søndergaard Formand Randrupvej 13 7770 Vestervig"|2749
1001074|"Per-Magnus Johansson"|"DLA agro (bestyrelse)"|"Næstformand"|"Per-Magnus Johansson, næstformand, Forsbecks"|2750
1000701|"Per Ahlmann Andersen"|"GS1 Denmark (bestyrelse)"|""|"Per Ahlmann Andersen, SuperGros A/S (FDG)"|2751
1000129|"Per Andersen"|"DI (Udvalg for IT politik)"|""|"Per Andersen Principal Consultant Capgemini Danmark A/S"|202752
1000805|"Per Andersen"|"Dansk Slagtefjerkræ (bestyrelse)"|""|"Per Andersen, Gårdejer"|102752
1000834|"Per Andersen"|"Byggesocietetet (Lejeudvalget )"|""|"Per Andersen, Aareal Bank AG"|302752
1000846|"Per Andersen"|"Landbrug & Fødevarer (Erhvervsfjerkræsektionen – bestyrelse)"|""|"Per Andersen, Prodan, Valgt af andre medlemmer i denne producentafdeling 	"|102752
1000967|"Per B. Christiansen"|"Dansk Energi – Elhandel (bestyrelse)"|""|"Per B. Christiansen, Vattenfall A/S , medlem"|2753
1000845|"Per Bach Laursen"|"Landbrug & Fødevarer (Tolvmandssektionens bestyrelse )"|"Næstformand"|"Per Bach Laursen, Næstformand"|2754
1000104|"Per Bardrum"|"Gartneri-, Land- og Skovbrugets Arbejdsgivere (Bestyrelse og direktion)"|"Næstformand,"|"direktør Per Bardrum, LRØ I/S"|2755
1000131|"Per Bendix"|"DI (Udvalg for Medieindustri)"|""|"Per Bendix Direktør Bendix Consult ApS"|2756
1000886|"Per Bertelsen"|"Dansk Håndbold Forbund (bestyrelse)"|"Formand"|"Per Bertelsen, formand"|2757
1000898|"Per Bertelsen"|"Dansk Håndbold Forbund (Internationalt udvalg)"|"Formand"|"Per Bertelsen, Rapshaven 6, 6000 Kolding"|2757
1000899|"Per Bertelsen"|"Dansk Håndbold Forbund (Udvalget for professionel håndbold)"|"Formand"|"Per Bertelsen, Rapshaven 6, 6000 Kolding"|2757
1000920|"Per Boisen Andersen"|"Danske Havecentre (bestyrelse)"|"Direktør"|"Per Boisen Andersen, Direktør"|2758
1000849|"Per Bregendahl"|"Landbrug & Fødevarer (Danske Deltidslandmænd – Udvalget)"|""|"Per Bregendahl,"|2759
1000929|"Per Bremer Rasmussen"|"International Chamber of Commerce Denmark (ICC-Denmark) (bestyrelse)"|""|"Per Bremer Rasmussen, Adm. direktør Forsikring & Pension (Forsikring & Pension)"|2760
1000989|"Per Bremer Rasmussen"|"Forsikring & Pension (bestyrelse)"|"Adm. Direktør"|"Per Bremer Rasmussen, Adm. direktør"|2760
1000987|"Per Bruun-Larsen"|"Motorcykel-Forhandler Foreningen (bestyrelse)"|"Næstformand"|"Per Bruun-Larsen, 5000 Odense C. (næstformand) tlf. 66 12 61 03 naestformand@mff-dk.dk"|2761
1000982|"Per Buchhave"|"Danske Planteskoler - Sektion 1 - Produktion af planter til engros-markedet(bestyrelse)"|""|"Per Buchhave, Repræsentant i DPF's Markedsføringsudvalg"|2762
1000997|"Per Buchwaldt"|"DANSK IT (IT Governance og Management)"|""|"Per Buchwaldt, Director CIO Services, Deloitte Business Consulting A/S"|2763
1000132|"Per Bøch Andersen"|"DI (Udvalg for Miljø)"|""|"Per Bøch Andersen Manager Cargo Service A/S"|2764
1000784|"Per Christiansen"|"De Samvirkende Købmænd DSK (bestyrelse)"|""|"Per Christiansen, Købmand SuperBest"|2765
1001060|"Per Falken"|"Danmarks Automobilforhandler Forening (bestyrelse)"|""|"Per Falken, Direktør Falken & Co. ApS"|2766
1000922|"Per Fruergaard"|"Danske Møbelhandlere (bestyrelse)"|""|"Per Fruergaard, Danbo Møbler, Nykøbing Mors"|2767
1000753|"Per Frølund Thomsen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Byggeriudvalget)"|""|"Per Frølund Thomsen, Grontmij"|2768
1000693|"Per Funch Clausen"|"Brancheudvalget for Frø (repræsentanter)"|""|"Per Funch Clausen ,"|2769
1000820|"Per Fæster"|"Dansk Ejendomsmæglerforening (økonomiråd)"|""|"Per Fæster, 8. kreds"|2770
1000866|"Per Gade"|"Brancheforeningen for Sundhed og Forebyggelse (BSF) (bestyrelse)"|""|"Per Gade, Direktør FysioDanmark"|2771
1001044|"Per Grønvald"|"Dansk Vand- og Spildevandsforening (DANVA) (Grundvandskomité)"|""|"Per Grønvald, Aalborg Forsyning A/S, Vand"|2772
1000701|"Per Hansen"|"GS1 Denmark (bestyrelse)"|""|"Per Hansen, Nomeco A/S"|102773
1000908|"Per Hansen"|"Dansk Travsports Centralforbund (bestyrelse)"|""|"Per Hansen (2.suppleant),"|202773
1000816|"Per Hartlev"|"DI ITEK (bestyrelse)"|""|"Per Hartlev, Adm. direktørDELTA Danish Electronics, Light & Acoustics"|2774
1000979|"Per Hartlev"|"GTS - Godkendt Teknologisk Service (Bestyrelse)"|""|"Per Hartlev, adm. dir., DELTA"|2774
1000706|"Per Hedelund"|"Dansk Vejforening (bestyrelse)"|""|"Per Hedelund, Adm. direktør Dansk Trafik Teknik A/S."|2775
1000860|"Per Henrik Juhl"|"Brancheforeningen automatik, tryk & transmission (bestyrelse)"|"Næstformand"|"Per Henrik Juhl, Direktør Nord Gear Danmark A/S, Næstformand"|2776
1001040|"Per Hilbert"|"De Danske Skovdyrkerforeninger (hovedbestyrelse)"|"Sekretariatsleder"|"Per Hilbert , sekretariatsleder"|2777
1000953|"Per Håkon Schmidt"|"Foreningen Industriel Retsbeskyttelse (bestyrelse)"|""|"Per Håkon Schmidt, Valgt 2006"|2778
1000846|"Per Jensen"|"Landbrug & Fødevarer (Erhvervsfjerkræsektionen – bestyrelse)"|""|"Per Jensen, Dansk Kalkunforening, Valgt af andre medlemmer i denne producentafdeling"|2779
1000728|"Per Juul"|"Dansk Aktionærforening (repræsentantskab)"|""|"Per Juul, Aktieanalytiker."|2780
1000829|"Per Juulsen"|"Byggesocietetet (Netværksgruppe7 i Århus)"|""|"Per Juulsen, Kollegiekontoret"|2781
1001040|"Per Kamp"|"De Danske Skovdyrkerforeninger (hovedbestyrelse)"|""|"Per Kamp, Vind - 6066 3913 eller pka@skovdyrkerne.dk"|2782
1000132|"Per Kampp"|"DI (Udvalg for Miljø)"|""|"Per Kampp Senior Director DONG Energy Sales & Distribution A/S Gentofte"|2783
1001024|"Per Klavsen"|"IT-Brancheforeningen (Udvalget for kopi og printproducenter)"|""|"Per Klavsen, Canon Danmark A/S  pkl@canon.dk"|2784
1000989|"Per Klitgård"|"Forsikring & Pension (bestyrelse)"|""|"Per Klitgård, Danica Pension"|2785
1001011|"Per Kogut"|"IT-Brancheforeningen (forretningsudvalg)"|""|"Per Kogut, NNIT A/S  peko@nnit.com"|2786
1001012|"Per Kogut"|"IT-Brancheforeningen (hovedbestyrelse)"|""|"Per Kogut, NNIT A/S  peko@nnit.com"|2786
1001014|"Per Kogut"|"IT-Brancheforeningen (Business development styregruppe)"|""|"Per Kogut, NNIT A/S  peko@nnit.com"|2786
1001050|"Per Kongshøj Madsen"|"AE - Arbejderbevægelsens Erhvervsråd (bestyrelse)"|"Formand"|"Per Kongshøj Madsen, Økonomiprofessor på Ålborg Universitet, Formand"|2787
1001051|"Per Kongshøj Madsen"|"AE - Arbejderbevægelsens Erhvervsråd (Rådet)"|"Formand"|"Per Kongshøj Madsen, Økonomiprofessor på Ålborg Universitet, Formand"|2787
1000759|"Per Korsgaard"|"Foreningen af Rådgivende Ingeniører, F.R.I (Rets- og Responsumudvalget)"|""|"Per Korsgaard, Wessberg"|2788
1001059|"Per Krogh"|"FSR - danske revisorer (bestyrelse)"|"Viceformand"|"Per Krogh, Registreret revisor viceformand"|2789
1000755|"Per Lautrup-Nissen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Infrastrukturudvalget)"|""|"Per Lautrup-Nissen, Moe & Brødsgaard"|2790
1000109|"Per Lyngby"|"Dansk Arbejdsgiverforening (DA) (Forretningsudvalg)"|""|"Adm. direktør, ansvh. chefredaktør Per Lyngby Nordjyske Medier A/S"|2791
1000689|"Per Lyngby"|"Danske Dagblades Forening (Bestyrelse)"|""|"Per Lyngby, Adm. direktør, ansvh. chefredaktør, medlem"|2791
1000692|"Per Lyngby"|"Danske Dagblades Forening (Redaktionelt Udvalg)"|""|"Per Lyngby, Adm. direktør, ansvh. chefredaktør, medlem"|2791
1000849|"Per M. Skousen"|"Landbrug & Fødevarer (Danske Deltidslandmænd – Udvalget)"|""|"Per M. Skousen,"|2792
1000872|"Per Michael Larsen"|"Danmarks optikerforening (Bestyrelse)"|"Formand"|"Per Michael Larsen, Optometrist , Formand"|2793
1000120|"Per Michael Weiss"|"DI (Forretningsudvalg)"|""|"Per Michael Weiss Direktør PMW Holding ApS"|2794
1000121|"Per Michael Weiss"|"DI (Hovedbestyrelse)"|""|"Per Michael Weiss Direktør PMW Holding ApS"|2794
1000133|"Per Michael Weiss"|"DI (Udvalg for Mindre og Mellemstore Virksomheder)"|""|"Per Michael Weiss Direktør PMW Holding ApS"|2794
1001022|"Per Mølgaard Thorsen"|"IT-Brancheforeningen (Uddannelses- og innovationsudvalget)"|""|"Per Mølgaard Thorsen, ProOffice ApS  pmt@prooffice.dk"|2795
1000111|"Per Offersen"|"Benzin- og Oliebranchens Arbejdsgiverforening - BOA (Bestyrelse)"|""|"adm. direktør i Kosan Gas A/S"|2796
1000813|"Per Offersen"|"Energi- og Olieforum (Bestyrelse)"|""|"Per Offersen, adm. direktør i Kosan Gas A/S"|2796
1000787|"Per Pallesen"|"Danmarks Kartoffel Råd"|""|"Per Pallesen, Skuespiller"|2797
1000956|"Per Rask Jensen"|"Dansk ErhvervsFremme (bestyrelse)"|""|"Per Rask Jensen, Bestyrelsesmedlem, Direktør for Varde Erhvervs- og Turistråd"|2798
1000795|"Per Rasmussen"|"Danske Bedemænd Sekretariatet (bestyrelse)"|""|"Per Rasmussen,"|102799
1000826|"Per Rasmussen"|"Byggesocietetet (Netværksgruppe3 i København)"|""|"Per Rasmussen, Nykredit A/S Finanscenter Kbh."|202799
1000926|"Per Rasmussen"|"Foreningen for Distance- og Internethandel - FDIH (bestyrelse)"|"Formand"|"Per Rasmussen, Formand, Adm. Direktør i eCapacity"|302799
1000738|"Per Rosendal"|"Producentforeningen (bestyrelse)"|"Næstformand"|"Per Rosendal, Næstformand i Producentforeningen. Repræsenterer computerspil"|2800
1001078|"Per Roth"|"Foreningen af Vandværker i Danmark (FVD) (landsbestyrelse)"|""|"Per Roth, Region Nord"|2801
1000725|"Per Simonsen"|"Bygherreforeningen (Udbud og Konkurrence)"|""|"Per Simonsen, Vejdirektoratet"|2802
1000857|"Per Søndergaard"|"Dansk Erhverv (bestyrelse)"|""|"Per Søndergaard, Indehaver Inba ApS"|102803
1000965|"Per Søndergaard"|"Dansk Energi – Net (bestyrelse)"|""|"Per Søndergaard, Grindsted El- og Varmeværk a.m.b.a., medlem"|202803
1001044|"Per Søndergaard"|"Dansk Vand- og Spildevandsforening (DANVA) (Grundvandskomité)"|""|"Per Søndergaard, Grindsted Vandværk A.m.b.a"|202803
1000886|"Per Sørensen"|"Dansk Håndbold Forbund (bestyrelse)"|""|"Per Sørensen, Bestyrelsesmedlem"|102804
1001091|"Per Sørensen"|"Dansk Fjernvarme (bestyrelse)"|""|"Per Sørensen, Direktør Hjørring Varmeforsyning"|202804
1000996|"Per Tejs Knudsen"|"DANSK IT (bestyrelse)"|""|"Per Tejs Knudsen, Direktør cBrain"|2805
1001045|"Per Tenstrand"|"Dansk Vand- og Spildevandsforening (DANVA) (Vandforsyningskomité)"|""|"Per Tenstrand, Københavns Energi"|2806
1001022|"Per Thorbøll"|"IT-Brancheforeningen (Uddannelses- og innovationsudvalget)"|""|"Per Thorbøll, UNI-C  per.thorboll@uni-c.dk"|2807
1000857|"Per Toelstang"|"Dansk Erhverv (bestyrelse)"|""|"Per Toelstang, Adm. direktør Fakta A/S"|2808
1000102|"Per V. Frederiksen"|"EmballageIndustrien (Bestyrelse)"|"formand"|"adm. direktør,SCA Packaging Denmark A/S"|2809
1000117|"Per V. Frederiksen"|"DI (Udvalg for arbejdsmarkedspolitik)"|""|"Per V. Frederiksen Adm. direktør SCA Packaging Denmark A/S"|2809
1000109|"Per Vangekjær"|"Dansk Arbejdsgiverforening (DA) (Forretningsudvalg)"|""|"Direktør Per Vangekjær Malerfirmaet Aage Møller & Søn A/S"|2810
1000144|"Per Vangekjær"|"Danske Malermestre (Bestyrelse)"|"Formand"|"Per Vangekjær Formand Kongevejen 351 2840 Holte"|2810
1001054|"Per Vangekjær"|"Håndværksrådet (bestyrelse)"|""|"Per Vangekjær, Malermester formand for Danske Malermestre"|2810
1001075|"Per Villumsen"|"DLA agro (ledelse)"|""|"Per Villumsen , COO - Scanola A/S"|2811
1000791|"Per Weien Svendsen"|"Glarmesterlauget i Danmark (bestyrelse)"|""|"Per Weien Svendsen, København"|2812
1000692|"Per Westergård"|"Danske Dagblades Forening (Redaktionelt Udvalg)"|""|"Per Westergård, Ansvh. chefredaktør, medlem"|2813
1001082|"Per Westergård"|"Danske Specialmedier (Anders Bording Prisens komité)"|""|"Per Westergård, (Medie- og Journalistprisen)"|2813
1001070|"Per Wijngaard"|"Danmarks Apotekerforening (bestyrelse)"|"Næstformand"|"Per Wijngaard, Næstved Svane Apotek, Næstformand"|2814
